boundary_event_key,candidate_id,entry_status_counts,executor_entry_updates,executor_exit_updates,exit_status_counts,index,lifecycle_trade_action,management_posture,monitor_error_count,monitor_updates,opportunity_key,selected_candidate_id,selected_opportunity_key,should_exit_signal,signal_action,signal_auction_action,signal_auction_state,signal_directional_alignment,signal_id,signal_reason,signal_stage,signal_status,snapshot_auction_action,snapshot_auction_state,snapshot_authoritative_event_ids,snapshot_balance_state,snapshot_permission_results,snapshot_time,symbol,trade_count,tradegen_attempted,tradegen_created_count,tradegen_error,tradegen_outcome
DIR:MANAPPURAM:2026-07-31:006:UP:111200:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:112100,CAND:7316c4a2330c742a8803fe6c,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1620,HOLD_POSITION,CAUTION,0,0,OPP:7316c4a2330c742a8803fe6c,CAND:7316c4a2330c742a8803fe6c,OPP:7316c4a2330c742a8803fe6c,False,HOLD,NO_CREATION_EVENT,REVERSAL_WATCH,ALIGNED,50c51811-b112-5f0f-9fcc-a1422ceea97c,AUTHORITATIVE_REVERSAL_WATCH,PROTECT,OPEN,NO_EVENT,REVERSAL_WATCH,[],NONE,[],2026-07-31T15:00:00+05:30,MANAPPURAM,21,False,0,,ALREADY_DEPLOYED
BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600:BALANCE_ESCAPE_STARTED:110600,CAND:6e00ceac84968df1df4d7495,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1621,HOLD_POSITION,CAUTION,0,0,OPP:6e00ceac84968df1df4d7495,CAND:6e00ceac84968df1df4d7495,OPP:6e00ceac84968df1df4d7495,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,cad8805e-c102-57a4-96c7-d70c9c07f5cc,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],PROBABLE,[],2026-07-31T15:00:00+05:30,PERSISTENT,21,False,0,,ALREADY_DEPLOYED
BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_FAILED:113000,CAND:dc1ab160fa1ee75a10189da6,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1622,HOLD_POSITION,CAUTION,0,0,OPP:dc1ab160fa1ee75a10189da6,CAND:dc1ab160fa1ee75a10189da6,OPP:dc1ab160fa1ee75a10189da6,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,57fbc3b0-0822-51b7-8515-450ea6586841,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:00:00+05:30,POWERINDIA,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:TCS:2026-07-31:001:NEUTRAL:100600:BALANCE_ESCAPE_STARTED:103600,CAND:02506b9e9c36e94d0d5e2f0e,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1623,FORCE_EXIT,EXIT,0,0,OPP:02506b9e9c36e94d0d5e2f0e,CAND:02506b9e9c36e94d0d5e2f0e,OPP:02506b9e9c36e94d0d5e2f0e,True,NO_ACTION,EVENT_INVALIDATE,NONE,UNKNOWN,8ea01a85-4efa-5849-ac33-c03e0b01cda8,BALANCE_ESCAPE_FAILED_INVALIDATED_SETUP,FORCE_EXIT,INVALIDATED,NO_EVENT,NONE,[],LOCKED,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",2026-07-31T15:00:00+05:30,TCS,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110300,CAND:dcb490f7068f3aeab3ab074f,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1624,FORCE_EXIT,EXIT,0,0,OPP:dcb490f7068f3aeab3ab074f,CAND:dcb490f7068f3aeab3ab074f,OPP:dcb490f7068f3aeab3ab074f,True,NO_ACTION,EVENT_INVALIDATE,DIRECTIONAL,ALIGNED,099dd7de-7081-52f9-9bd2-655c56b6256c,DIRECTIONAL_TREND_RESTORED_INVALIDATED_SETUP,FORCE_EXIT,INVALIDATED,NO_EVENT,NONE,[],LOCKED,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",2026-07-31T15:00:00+05:30,TORNTPHARM,21,False,0,,ALREADY_DEPLOYED
,,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1625,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,REVERSAL_WATCH,[],FORMING,[],2026-07-31T15:03:00+05:30,BHEL,21,False,0,,NO_SIGNAL
DIR:CHOLAFIN:2026-07-31:002:DOWN:102400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:103300,CAND:c91e30e559c61ae9e4a8e30d,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1626,FORCE_EXIT,EXIT,0,0,OPP:c91e30e559c61ae9e4a8e30d,CAND:c91e30e559c61ae9e4a8e30d,OPP:c91e30e559c61ae9e4a8e30d,True,NO_ACTION,EVENT_INVALIDATE,DIRECTIONAL,OPPOSED,aee40fe8-7759-5cec-902a-0db152fe528d,DIRECTIONAL_TREND_RESTORED_INVALIDATED_OPPOSITE_ACTIVE_SIGNAL,FORCE_EXIT,INVALIDATED,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:03:00+05:30,CHOLAFIN,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:COFORGE:2026-07-31:003:NEUTRAL:105700:BALANCE_ESCAPE_STARTED:132100,CAND:0d32e3ad08ef9cc69fd0369f,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1627,HOLD_POSITION,CAUTION,0,0,OPP:0d32e3ad08ef9cc69fd0369f,CAND:0d32e3ad08ef9cc69fd0369f,OPP:0d32e3ad08ef9cc69fd0369f,False,HOLD,NO_CREATION_EVENT,MATURE,OPPOSED,b811de42-fbb9-5d26-a364-a9f98c91de7c,AUTHORITATIVE_DIRECTION_OPPOSED,WEAKENING,OPEN,DIRECTIONAL_MATURED,MATURE,"[""DIR:COFORGE:2026-07-31:003:UP:144200:DIRECTIONAL_MATURED:150300""]",FORMING,[],2026-07-31T15:03:00+05:30,COFORGE,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
DIR:DIVISLAB:2026-07-31:002:DOWN:100600:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:101800,CAND:6644484c352c701feebfdf31,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1628,FORCE_EXIT,EXIT,0,0,OPP:6644484c352c701feebfdf31,CAND:6644484c352c701feebfdf31,OPP:6644484c352c701feebfdf31,True,NO_ACTION,EVENT_INVALIDATE,COMPLETED,ALIGNED,a73cb6c9-a388-53f1-92b2-41820e34edd3,DIRECTIONAL_REVERSAL_LEG_FAILED_INVALIDATED_OPPOSITE_ACTIVE_SIGNAL,FORCE_EXIT,INVALIDATED,BALANCE_FORMING_STARTED,REVERSAL_WATCH,"[""BAL:DIVISLAB:2026-07-31:003:NEUTRAL:150300:BALANCE_FORMING_STARTED:150300""]",FORMING,[],2026-07-31T15:03:00+05:30,DIVISLAB,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
,,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1629,,,0,0,,,,,NO_ACTION,,,,,,,,BALANCE_COMPLETED,DIRECTIONAL,"[""BAL:EXIDEIND:2026-07-31:006:NEUTRAL:143000:BALANCE_COMPLETED:150300""]",COMPLETED,[],2026-07-31T15:03:00+05:30,EXIDEIND,21,False,0,,NO_SIGNAL
DIR:FORCEMOT:2026-07-31:002:UP:105400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110000,CAND:32b3a707960484f98d8399a7,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1630,HOLD_POSITION,CAUTION,0,0,OPP:32b3a707960484f98d8399a7,CAND:32b3a707960484f98d8399a7,OPP:32b3a707960484f98d8399a7,False,HOLD,NO_CREATION_EVENT,DIRECTIONAL,OPPOSED,76d65cfd-3f5f-5419-81f1-24a924660ce7,AUTHORITATIVE_DIRECTION_OPPOSED,WEAKENING,OPEN,"BALANCE_COMPLETED,DIRECTIONAL_STARTED",DIRECTIONAL,"[""BAL:FORCEMOT:2026-07-31:002:NEUTRAL:114500:BALANCE_COMPLETED:150300"", ""DIR:FORCEMOT:2026-07-31:003:DOWN:150300:DIRECTIONAL_STARTED:150300""]",COMPLETED,[],2026-07-31T15:03:00+05:30,FORCEMOT,21,False,0,,ALREADY_DEPLOYED
BAL:GLENMARK:2026-07-31:001:NEUTRAL:101200:BALANCE_ESCAPE_FAILED:131500,CAND:ccb8d7c9ac57fbb14f47bb87,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1631,HOLD_POSITION,CAUTION,0,0,OPP:ccb8d7c9ac57fbb14f47bb87,CAND:ccb8d7c9ac57fbb14f47bb87,OPP:ccb8d7c9ac57fbb14f47bb87,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,a4859555-9e57-5772-9c79-4a6b83478351,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:03:00+05:30,GLENMARK,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900:BALANCE_ESCAPE_FAILED:115400,CAND:296c26607039b07e87c6f497,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1632,HOLD_POSITION,CAUTION,0,0,OPP:296c26607039b07e87c6f497,CAND:296c26607039b07e87c6f497,OPP:296c26607039b07e87c6f497,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,6c1d311c-b1e4-503d-9f2d-3a50df29da5d,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],FAILED_BACK_INSIDE,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",2026-07-31T15:03:00+05:30,INDUSTOWER,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100:BALANCE_ESCAPE_STARTED:112700,CAND:4a3872010c190995b2d63ff8,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1633,HOLD_POSITION,CAUTION,0,0,OPP:4a3872010c190995b2d63ff8,CAND:4a3872010c190995b2d63ff8,OPP:4a3872010c190995b2d63ff8,False,HOLD,NO_CREATION_EVENT,REVERSAL_WATCH,OPPOSED,fe205a27-ef8f-5bf7-9192-94593d799d94,AUTHORITATIVE_REVERSAL_WATCH,PROTECT,OPEN,REVERSAL_WATCH_STARTED,REVERSAL_WATCH,"[""DIR:KALYANKJIL:2026-07-31:014:DOWN:144200:REVERSAL_WATCH_STARTED:150300""]",FORMING,[],2026-07-31T15:03:00+05:30,KALYANKJIL,21,False,0,,ALREADY_DEPLOYED
DIR:MANAPPURAM:2026-07-31:006:UP:111200:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:112100,CAND:7316c4a2330c742a8803fe6c,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1634,HOLD_POSITION,CAUTION,0,0,OPP:7316c4a2330c742a8803fe6c,CAND:7316c4a2330c742a8803fe6c,OPP:7316c4a2330c742a8803fe6c,False,HOLD,NO_CREATION_EVENT,REVERSAL_WATCH,ALIGNED,50c51811-b112-5f0f-9fcc-a1422ceea97c,AUTHORITATIVE_REVERSAL_WATCH,PROTECT,OPEN,NO_EVENT,REVERSAL_WATCH,[],NONE,[],2026-07-31T15:03:00+05:30,MANAPPURAM,21,False,0,,ALREADY_DEPLOYED
BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600:BALANCE_ESCAPE_STARTED:110600,CAND:6e00ceac84968df1df4d7495,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1635,HOLD_POSITION,CAUTION,0,0,OPP:6e00ceac84968df1df4d7495,CAND:6e00ceac84968df1df4d7495,OPP:6e00ceac84968df1df4d7495,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,cad8805e-c102-57a4-96c7-d70c9c07f5cc,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,BALANCE_COMPLETED,NONE,"[""BAL:PERSISTENT:2026-07-31:007:NEUTRAL:144200:BALANCE_COMPLETED:150300""]",COMPLETED,[],2026-07-31T15:03:00+05:30,PERSISTENT,21,False,0,,ALREADY_DEPLOYED
BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_FAILED:113000,CAND:dc1ab160fa1ee75a10189da6,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1636,HOLD_POSITION,CAUTION,0,0,OPP:dc1ab160fa1ee75a10189da6,CAND:dc1ab160fa1ee75a10189da6,OPP:dc1ab160fa1ee75a10189da6,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,57fbc3b0-0822-51b7-8515-450ea6586841,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:03:00+05:30,POWERINDIA,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:TCS:2026-07-31:001:NEUTRAL:100600:BALANCE_ESCAPE_STARTED:103600,CAND:02506b9e9c36e94d0d5e2f0e,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1637,FORCE_EXIT,EXIT,0,0,OPP:02506b9e9c36e94d0d5e2f0e,CAND:02506b9e9c36e94d0d5e2f0e,OPP:02506b9e9c36e94d0d5e2f0e,True,NO_ACTION,EVENT_INVALIDATE,NONE,UNKNOWN,8ea01a85-4efa-5849-ac33-c03e0b01cda8,BALANCE_ESCAPE_FAILED_INVALIDATED_SETUP,FORCE_EXIT,INVALIDATED,NO_EVENT,NONE,[],LOCKED,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",2026-07-31T15:03:00+05:30,TCS,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110300,CAND:dcb490f7068f3aeab3ab074f,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1638,FORCE_EXIT,EXIT,0,0,OPP:dcb490f7068f3aeab3ab074f,CAND:dcb490f7068f3aeab3ab074f,OPP:dcb490f7068f3aeab3ab074f,True,NO_ACTION,EVENT_INVALIDATE,DIRECTIONAL,ALIGNED,099dd7de-7081-52f9-9bd2-655c56b6256c,DIRECTIONAL_TREND_RESTORED_INVALIDATED_SETUP,FORCE_EXIT,INVALIDATED,NO_EVENT,NONE,[],LOCKED,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",2026-07-31T15:03:00+05:30,TORNTPHARM,21,False,0,,ALREADY_DEPLOYED
,,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1639,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,REVERSAL_WATCH,[],FORMING,[],2026-07-31T15:06:00+05:30,BHEL,21,False,0,,NO_SIGNAL
DIR:CHOLAFIN:2026-07-31:002:DOWN:102400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:103300,CAND:c91e30e559c61ae9e4a8e30d,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1640,FORCE_EXIT,EXIT,0,0,OPP:c91e30e559c61ae9e4a8e30d,CAND:c91e30e559c61ae9e4a8e30d,OPP:c91e30e559c61ae9e4a8e30d,True,NO_ACTION,EVENT_INVALIDATE,DIRECTIONAL,OPPOSED,aee40fe8-7759-5cec-902a-0db152fe528d,DIRECTIONAL_TREND_RESTORED_INVALIDATED_OPPOSITE_ACTIVE_SIGNAL,FORCE_EXIT,INVALIDATED,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:06:00+05:30,CHOLAFIN,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:COFORGE:2026-07-31:003:NEUTRAL:105700:BALANCE_ESCAPE_STARTED:132100,CAND:0d32e3ad08ef9cc69fd0369f,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1641,HOLD_POSITION,CAUTION,0,0,OPP:0d32e3ad08ef9cc69fd0369f,CAND:0d32e3ad08ef9cc69fd0369f,OPP:0d32e3ad08ef9cc69fd0369f,False,HOLD,NO_CREATION_EVENT,REVERSAL_WATCH,OPPOSED,b811de42-fbb9-5d26-a364-a9f98c91de7c,AUTHORITATIVE_REVERSAL_WATCH,PROTECT,OPEN,"BALANCE_COMPLETED,REVERSAL_WATCH_STARTED",REVERSAL_WATCH,"[""BAL:COFORGE:2026-07-31:005:NEUTRAL:150000:BALANCE_COMPLETED:150600"", ""DIR:COFORGE:2026-07-31:003:UP:144200:REVERSAL_WATCH_STARTED:150600""]",COMPLETED,[],2026-07-31T15:06:00+05:30,COFORGE,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
DIR:DIVISLAB:2026-07-31:002:DOWN:100600:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:101800,CAND:6644484c352c701feebfdf31,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1642,FORCE_EXIT,EXIT,0,0,OPP:6644484c352c701feebfdf31,CAND:6644484c352c701feebfdf31,OPP:6644484c352c701feebfdf31,True,NO_ACTION,EVENT_INVALIDATE,COMPLETED,ALIGNED,a73cb6c9-a388-53f1-92b2-41820e34edd3,DIRECTIONAL_REVERSAL_LEG_FAILED_INVALIDATED_OPPOSITE_ACTIVE_SIGNAL,FORCE_EXIT,INVALIDATED,NO_EVENT,REVERSAL_WATCH,[],FORMING,[],2026-07-31T15:06:00+05:30,DIVISLAB,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
,,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1643,,,0,0,,,,,NO_ACTION,,,,,,,,BALANCE_FORMING_STARTED,DIRECTIONAL,"[""BAL:EXIDEIND:2026-07-31:007:NEUTRAL:150600:BALANCE_FORMING_STARTED:150600""]",FORMING,[],2026-07-31T15:06:00+05:30,EXIDEIND,21,False,0,,NO_SIGNAL
DIR:FORCEMOT:2026-07-31:002:UP:105400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110000,CAND:32b3a707960484f98d8399a7,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1644,HOLD_POSITION,CAUTION,0,0,OPP:32b3a707960484f98d8399a7,CAND:32b3a707960484f98d8399a7,OPP:32b3a707960484f98d8399a7,False,HOLD,NO_CREATION_EVENT,DIRECTIONAL,OPPOSED,76d65cfd-3f5f-5419-81f1-24a924660ce7,AUTHORITATIVE_DIRECTION_OPPOSED,WEAKENING,OPEN,NO_EVENT,DIRECTIONAL,[],NONE,[],2026-07-31T15:06:00+05:30,FORCEMOT,21,False,0,,ALREADY_DEPLOYED
BAL:GLENMARK:2026-07-31:001:NEUTRAL:101200:BALANCE_ESCAPE_FAILED:131500,CAND:ccb8d7c9ac57fbb14f47bb87,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1645,HOLD_POSITION,CAUTION,0,0,OPP:ccb8d7c9ac57fbb14f47bb87,CAND:ccb8d7c9ac57fbb14f47bb87,OPP:ccb8d7c9ac57fbb14f47bb87,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,a4859555-9e57-5772-9c79-4a6b83478351,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:06:00+05:30,GLENMARK,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:INDUSTOWER:2026-07-31:001:NEUTRAL:110900:BALANCE_ESCAPE_FAILED:115400,CAND:296c26607039b07e87c6f497,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1646,HOLD_POSITION,CAUTION,0,0,OPP:296c26607039b07e87c6f497,CAND:296c26607039b07e87c6f497,OPP:296c26607039b07e87c6f497,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,6c1d311c-b1e4-503d-9f2d-3a50df29da5d,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],FAILED_BACK_INSIDE,"[""CONTINUATION:BLOCK"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",2026-07-31T15:06:00+05:30,INDUSTOWER,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:KALYANKJIL:2026-07-31:002:NEUTRAL:105100:BALANCE_ESCAPE_STARTED:112700,CAND:4a3872010c190995b2d63ff8,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1647,HOLD_POSITION,CAUTION,0,0,OPP:4a3872010c190995b2d63ff8,CAND:4a3872010c190995b2d63ff8,OPP:4a3872010c190995b2d63ff8,False,HOLD,NO_CREATION_EVENT,REVERSAL_WATCH,OPPOSED,fe205a27-ef8f-5bf7-9192-94593d799d94,AUTHORITATIVE_REVERSAL_WATCH,PROTECT,OPEN,NO_EVENT,REVERSAL_WATCH,[],FORMING,[],2026-07-31T15:06:00+05:30,KALYANKJIL,21,False,0,,ALREADY_DEPLOYED
DIR:MANAPPURAM:2026-07-31:006:UP:111200:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:112100,CAND:7316c4a2330c742a8803fe6c,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1648,HOLD_POSITION,CAUTION,0,0,OPP:7316c4a2330c742a8803fe6c,CAND:7316c4a2330c742a8803fe6c,OPP:7316c4a2330c742a8803fe6c,False,HOLD,NO_CREATION_EVENT,REVERSAL_WATCH,ALIGNED,50c51811-b112-5f0f-9fcc-a1422ceea97c,AUTHORITATIVE_REVERSAL_WATCH,PROTECT,OPEN,NO_EVENT,REVERSAL_WATCH,[],NONE,[],2026-07-31T15:06:00+05:30,MANAPPURAM,21,False,0,,ALREADY_DEPLOYED
BAL:PERSISTENT:2026-07-31:002:NEUTRAL:103600:BALANCE_ESCAPE_STARTED:110600,CAND:6e00ceac84968df1df4d7495,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1649,HOLD_POSITION,CAUTION,0,0,OPP:6e00ceac84968df1df4d7495,CAND:6e00ceac84968df1df4d7495,OPP:6e00ceac84968df1df4d7495,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,cad8805e-c102-57a4-96c7-d70c9c07f5cc,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:06:00+05:30,PERSISTENT,21,False,0,,ALREADY_DEPLOYED
BAL:POWERINDIA:2026-07-31:001:NEUTRAL:095100:BALANCE_ESCAPE_FAILED:113000,CAND:dc1ab160fa1ee75a10189da6,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1650,HOLD_POSITION,CAUTION,0,0,OPP:dc1ab160fa1ee75a10189da6,CAND:dc1ab160fa1ee75a10189da6,OPP:dc1ab160fa1ee75a10189da6,False,HOLD,NO_CREATION_EVENT,NONE,UNKNOWN,57fbc3b0-0822-51b7-8515-450ea6586841,NO_CURRENT_CREATION_EVENT,TRANSITION,OPEN,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:06:00+05:30,POWERINDIA,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:TCS:2026-07-31:001:NEUTRAL:100600:BALANCE_ESCAPE_STARTED:103600,CAND:02506b9e9c36e94d0d5e2f0e,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1651,FORCE_EXIT,EXIT,0,0,OPP:02506b9e9c36e94d0d5e2f0e,CAND:02506b9e9c36e94d0d5e2f0e,OPP:02506b9e9c36e94d0d5e2f0e,True,NO_ACTION,EVENT_INVALIDATE,NONE,UNKNOWN,8ea01a85-4efa-5849-ac33-c03e0b01cda8,BALANCE_ESCAPE_FAILED_INVALIDATED_SETUP,FORCE_EXIT,INVALIDATED,BALANCE_ESCAPE_STARTED,NONE,"[""BAL:TCS:2026-07-31:001:NEUTRAL:100600:BALANCE_ESCAPE_STARTED:150600""]",ESCAPE_WATCH,"[""ACCEPTED_BREAKOUT:WAIT"", ""BREAKOUT_INITIATION:PERMIT"", ""CONTINUATION:BLOCK"", ""FAILED_BREAKOUT:WAIT"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",2026-07-31T15:06:00+05:30,TCS,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
DIR:TORNTPHARM:2026-07-31:002:UP:105700:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:110300,CAND:dcb490f7068f3aeab3ab074f,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1652,FORCE_EXIT,EXIT,0,0,OPP:dcb490f7068f3aeab3ab074f,CAND:dcb490f7068f3aeab3ab074f,OPP:dcb490f7068f3aeab3ab074f,True,NO_ACTION,EVENT_INVALIDATE,DIRECTIONAL,ALIGNED,099dd7de-7081-52f9-9bd2-655c56b6256c,DIRECTIONAL_TREND_RESTORED_INVALIDATED_SETUP,FORCE_EXIT,INVALIDATED,BALANCE_ESCAPE_STARTED,NONE,"[""BAL:TORNTPHARM:2026-07-31:007:NEUTRAL:142100:BALANCE_ESCAPE_STARTED:150600""]",ESCAPE_WATCH,"[""ACCEPTED_BREAKOUT:WAIT"", ""BREAKOUT_INITIATION:PERMIT"", ""CONTINUATION:BLOCK"", ""FAILED_BREAKOUT:WAIT"", ""REACCELERATION:BLOCK"", ""REVERSAL:BLOCK""]",2026-07-31T15:06:00+05:30,TORNTPHARM,21,False,0,,ALREADY_DEPLOYED
,,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1653,,,0,0,,,,,NO_ACTION,,,,,,,,NO_EVENT,REVERSAL_WATCH,[],FORMING,[],2026-07-31T15:09:00+05:30,BHEL,21,False,0,,NO_SIGNAL
DIR:CHOLAFIN:2026-07-31:002:DOWN:102400:DIRECTIONAL_REVERSAL_LEG_ESTABLISHED:103300,CAND:c91e30e559c61ae9e4a8e30d,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1654,FORCE_EXIT,EXIT,0,0,OPP:c91e30e559c61ae9e4a8e30d,CAND:c91e30e559c61ae9e4a8e30d,OPP:c91e30e559c61ae9e4a8e30d,True,NO_ACTION,EVENT_INVALIDATE,DIRECTIONAL,OPPOSED,aee40fe8-7759-5cec-902a-0db152fe528d,DIRECTIONAL_TREND_RESTORED_INVALIDATED_OPPOSITE_ACTIVE_SIGNAL,FORCE_EXIT,INVALIDATED,NO_EVENT,NONE,[],NONE,[],2026-07-31T15:09:00+05:30,CHOLAFIN,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
BAL:COFORGE:2026-07-31:003:NEUTRAL:105700:BALANCE_ESCAPE_STARTED:132100,CAND:0d32e3ad08ef9cc69fd0369f,"{""FILLED"": 21}",0,0,"{""FILLED"": 21}",1655,HOLD_POSITION,CAUTION,0,0,OPP:0d32e3ad08ef9cc69fd0369f,CAND:0d32e3ad08ef9cc69fd0369f,OPP:0d32e3ad08ef9cc69fd0369f,False,HOLD,NO_CREATION_EVENT,REVERSAL_WATCH,OPPOSED,b811de42-fbb9-5d26-a364-a9f98c91de7c,AUTHORITATIVE_REVERSAL_WATCH,PROTECT,OPEN,NO_EVENT,REVERSAL_WATCH,[],NONE,[],2026-07-31T15:09:00+05:30,COFORGE,21,True,0,TRADE_DECISION_NOT_ALLOWED,NOT_ELIGIBLE
